address,liquid_uxki,staked_uxki,unbonding_uxki,rewards_uxki,total_uxki,total_xki
ki1zhv6enwzn04gsx70755xluxs6n62fwxj8vl06a,463592350,0,0,0,463592350,463.59235
ki1kclx9trszya0224thxhepyclmczjzvf9ryvfzu,462857428,0,0,0,462857428,462.857428
ki188zy378pu0ndx78j9jp3sqnasqzcsq00xctnmf,462582432,0,0,0,462582432,462.582432
ki1jjvfnekyy78n7xcvhfdqymtmsyg0yzt4nfdksd,461626954,0,0,0,461626954,461.626954
ki1guxg5v9j7dqkfk7avqx3thd90jxkwns93dkmq8,460229863,0,0,0,460229863,460.229863
ki18fut8h6phelkvcljup47d2afd4g7fwd45p3zcr,459719981,0,0,0,459719981,459.719981
ki1xpyqxhyg742e4p9323676mqqzwe730e90a8fxv,458769808,0,0,0,458769808,458.769808
ki1fnf8fvnyuw20jse47a53ue59pdzp8q25vktul8,453514060,600683418,0,56601750,1110799228,1110.799228
ki1rf3yzg6yd2jpzl4z22xmudjgh778tvnhph97l9,453450897,0,0,0,453450897,453.450897
ki1ew2c963ltc2znrakvcqq5p53axltr488dl53nm,452310183,0,0,0,452310183,452.310183
ki1hqneht9gd4rwjshyytv7r8rs0ya55cglpstgq2,451664227,0,0,0,451664227,451.664227
ki1f2q7swkt8lexl2trkl88g5kc5lhmxf0tqvlrm8,450527178,0,0,0,450527178,450.527178
ki1md0l7p9wl6akqnkafw0v8yxuvq64xfh4g3p2ag,449463274,0,0,0,449463274,449.463274
ki1vpt90ynj2wpaf56ga8pp90g00ufy9nqwr6gvtk,449293950,3589877273,0,558336538,4597507761,4597.507761
ki1z2dmj6hdc0kmsm9ml87y3y736p6nuycydcrknp,448417031,0,0,0,448417031,448.417031
ki1lvp8f4zrmu5xmzem5xhn52zr83pdqky40y7gkk,443978354,19787306181,0,952713991,21183998526,21183.998526
ki1x0aalfe2f3fkekgp4r4hmeyjkptnl9eknykuf5,443311276,2779000000,0,150438304,3372749580,3372.74958
ki1rt8e2rx3fzpp0cz3x9q3kyl955qnq0yjnwynlp,443222972,0,0,0,443222972,443.222972
ki18q7dkknu3zse4wkk8kn9ux0t4spysse0f68vj4,443197429,56164373298,0,635915215,57243485942,57243.485942
ki1sfas6ehre27exgh2s9cmztx89tw5tz6zvc69el,441521730,70012998002,0,50846712792,121301232524,121301.232524
ki1z4l76375f0trty6yffjf4t38ne9mtzp3ygh8h5,438930342,11269498581,0,903960328,12612389251,12612.389251
ki1r87swr5dpslnlls3v0689pq8ljscnyx3853vec,438488195,0,0,0,438488195,438.488195
ki1gxg72zsxfsg2nayelaw68uled8z0h0789qj4z9,435408380,69268121514,0,586324653,70289854547,70289.854547
ki1vm5hme37zrm4y2wtl2khl7fc4udmgmmrsq6ua3,434648870,0,0,0,434648870,434.64887
ki1a6crnqee8mj0uresu2anl5aja4p4nzz2uyc43y,432412824,0,0,0,432412824,432.412824
ki1xrrfek3qpz4ja8ccrjklfy064asyqq9kzl8qsm,431132886,0,0,0,431132886,431.132886
ki1a49xf4052f9jscssqwagfrmjer04re7w485p59,428994770,0,0,0,428994770,428.99477
ki1yhaswwgg5tz7veknxwaj8vc8rfa9s0nan37xq0,427209110,0,0,0,427209110,427.20911
ki1vp2a75qp3974vr09y28m66azvnf4fsygwvt4ee,427042111,0,0,0,427042111,427.042111
ki1treczrfhsjdvlfvcgldt7d94wj4vhk3rnu9kc2,425858339,1541958301,0,39191787,2007008427,2007.008427
ki1m3arhzgwdwxmmryyykm224ngzv97fqujgtfwnt,425446968,6648318997,0,729860496,7803626461,7803.626461
ki1rd7zpkpn6t9gca6lj34h78qq6f5cf2hj6g3u3w,423794958,0,0,0,423794958,423.794958
ki1scvveg8yesseglt5t95uvjaukru328hg3rxrtv,423128693,12401272199,0,165553253,12989954145,12989.954145
ki1khh6f3cvqfgyp4y2zul57fjgq75jlfwmwajj8c,421168211,0,0,0,421168211,421.168211
ki1racq9362dw7urvfung32xrtsujdygj0a22cz3r,421167685,0,0,0,421167685,421.167685
ki1jxpedhmpps7ftptgyjxhec5vmjr26m87ycl4r5,420511630,11473675358,0,692769805,12586956793,12586.956793
ki1uw5afqfh0c9xyerex6pz99qa8t5ckttgjm4wnu,419974138,0,0,0,419974138,419.974138
ki1x7mzr9sxpc9dcqth5fd5pmdc3zmpj83e9v5xn0,419258500,0,0,0,419258500,419.2585
ki1vkfymzzx8d0ncnkpknckx9afl568nv6zgxxqft,418901006,149955004500,0,0,150373905506,150373.905506
ki12x5cynhwhn0wpuzwww6c05n680uek5yc0u7rgz,418350230,0,0,0,418350230,418.35023
ki14yqr2q5u4sehadtfxx4rh4rjxzfht6ec4dwszn,418025466,0,0,0,418025466,418.025466
ki1qzyjzhmav3rehqw52vl6um5x36y2anvhlnsge3,416817360,0,0,0,416817360,416.81736
ki1qrggehucr6pzqcmlgnyh9h7x9qwp4cxknz9d0h,415406712,0,0,0,415406712,415.406712
ki1fajj6y2wt66648uyhllwqjzmd62lsylq9npret,415241544,0,0,0,415241544,415.241544
ki138shr4vjlalwy7260q2ta30lrfyzlmk82a4p2q,414922573,0,0,0,414922573,414.922573
ki1z9qutxjh8df8yk3pj4zug4sequula5f34js3sl,414165285,0,0,0,414165285,414.165285
ki1urmr32hvply88lcx8t7r7c4ew00vj27te3z99h,413617296,0,0,0,413617296,413.617296
ki1ucv5kl0arndh3rzmmhn6ya7weys55lw3v5a9xj2un5x0047q3qksumrynj,412242431,0,0,0,412242431,412.242431
ki1zjpfewdsdykrgce8d20lfanhh6evufxeyya4fyepjs9lh57tv3jqz5dgxa,410362084,0,0,0,410362084,410.362084
ki1q5vfka8z05t27jf4fuawpec99mvv9df9mrkfar,408957514,0,0,0,408957514,408.957514
ki1agva8qecaarrfvvccgyt7ad5j0q02mdnxy67ms,408430294,3488401567,0,50617662,3947449523,3947.449523
ki15vrulyt0gw8h55su80dkfscus5lcjp32czud7n,407611349,0,0,0,407611349,407.611349
ki1f49xq0rmah39sk58aaxq6gnqcvupee7j0qhmgm,407139670,0,0,0,407139670,407.13967
ki1r79uqglmvz6vqjhe65f0p3lhna4fc5k3ydk5sg,406696918,0,0,0,406696918,406.696918
ki16egylamy3952cszua8vjv4l7afxkeu5aujpg93,406161743,43473906,0,8494444,458130093,458.130093
ki1tjcz02fmy2t7al0e3kwmdteanh6f7x5k35kx6j,403665049,0,0,0,403665049,403.665049
ki15rcw7c4dww6wfuvm2pcvdjta5lcewz9qsyu8nm,403358406,0,0,0,403358406,403.358406
ki1nvww3cvarzqf2mk8n0jlp6na6apqmxdt3p4fnd,402796761,0,0,0,402796761,402.796761
ki14z2azdafu2005vz0jmn0ax57yyhz2x9wx3qnx5,402655307,0,0,0,402655307,402.655307
ki16sk8duv8cywzvcrqxpqcyelr4v0upg03577rlu,402556151,0,0,0,402556151,402.556151
ki1exhpryhmqhnae5gf63zlkvgs04mhal5924wpm4,401997962,0,0,0,401997962,401.997962
ki1k3uen45khyzx50d3fcuz69zyne56d2xckl72kp,399997400,0,0,0,399997400,399.9974
ki1ra0tfyrha27v300m632me583npjyfaxacwuzsa,398718211,0,0,0,398718211,398.718211
ki1vahlpxkkpgjldhlqnjhfzwx5wn6here33wx73u,398691106,0,0,0,398691106,398.691106
ki1tra8pzs5xdsl622477dxdg5cdwrkuyyqn0cn3k,398167312,0,0,0,398167312,398.167312
ki1ju6eccjf44gkfle3zxdut83lhwnqs7xtcvmya2,396850719,0,0,0,396850719,396.850719
ki1gnhe4c06lltt6y85f9gmayledytes7xk05dxal,396279524,0,0,0,396279524,396.279524
ki1qn4ac08auvhnqdcz9vpuhsfn9rh3yqsnzv5d57,396001300,0,0,0,396001300,396.0013
ki1hlxsavlny5ax6uwggr49qaw57cxnhcldh4qxv7,394880439,0,0,0,394880439,394.880439
ki19fafzne2e0j6dt020wnduze3ele6pu6ypnje2q,394568291,10128445451,0,38725130,10561738872,10561.738872
ki1qcaugnrkmzm9gkcp46kh4fge8v33542aaynjld,393747207,0,0,0,393747207,393.747207
ki1g8nf4l8tdry3unvvyz3yh3ftx5s6dq5pq7qtex,393419619,0,0,0,393419619,393.419619
ki1zg45x6fkd82xgwkf5lmpekz4gptph4lqq04vj0,392535215,0,0,0,392535215,392.535215
ki1sk2xye2zhkng4utexl4qq0wfl7cw88ltyqx76m,389345861,0,0,0,389345861,389.345861
ki1c8ppqgs26gy2x4qczjahxqket6yds2gw0yfhp5,389044467,0,0,0,389044467,389.044467
ki18hjyfmtgllvv5cxrgrjyucd6g9ykunvmcrp2x5,388165891,0,0,0,388165891,388.165891
ki1fxj5a9k0hgl2sc87khwfuah0vngy96728sfgsj,387426833,0,0,0,387426833,387.426833
ki1sgt0uhn6smxqlkks3dwkxntp9sjaj620khuxsu,386747215,0,0,0,386747215,386.747215
ki1shvdjclq0rthpm0vvt5cuudhzepg2aq9hlqe7a,385159899,0,0,0,385159899,385.159899
ki17myn30mj9dnw69xpam4ewpxsvg4rfdq7jxduqg,384291387,0,0,0,384291387,384.291387
ki1mergdp6r8c0xe49fz5k2ekyuvqrjzxyllh48g2,382847491,0,0,0,382847491,382.847491
ki1sdr8gaqfkz0kmm3dd0x5drp0ukffsks7jqhj22,381241922,0,0,0,381241922,381.241922
ki1f80yfpl30flhxnnnvj9ylhuglcpema7p80gt26,380318137,0,0,0,380318137,380.318137
ki19c7dq8kw6fqkjdtfm80vur49ypsaang0mc4klk,379645933,12538557409,0,366758837,13284962179,13284.962179
ki1f3plf3kmx9mpthttsyk73a6wwxes7qpxsxvst4,379529205,0,0,0,379529205,379.529205
ki1ecrdn70r0vzak6untkdnhlnszxp6lxkxr63np3,379382519,0,0,0,379382519,379.382519
ki1u0a9m7gmhhxjhctcsnz6r5px6342u9qtm5g7t0,378860326,0,0,0,378860326,378.860326
ki1se287ghhxuuxlgusum7sc766sv8xwwg9yuflqm,377772677,0,0,0,377772677,377.772677
ki1dxv28lf45ph0003t0c6rv6ppf5pqegv69gl3xy,375496370,0,0,0,375496370,375.49637
ki1fgwaqndwpl2hmk6vv98vt07fkefvx46wunztym,374767569,38933258,0,1881139,415581966,415.581966
ki1tza8u8l4mqjyy8pn8ryssl52aqs2e4y36xweej,370957818,0,0,0,370957818,370.957818
ki1qq3r226gf5jnxjpp463gjkgsj2lp93ygele7vk,370724924,10494201937,0,61001405,10925928266,10925.928266
ki1sawtzr3t246r5dc7ppxrkn8kq0kmqya7f8gc4m,369266204,0,0,0,369266204,369.266204
ki19tflq45ne3v5fmhluvz992z5ahdqnhja8cncl7,368821500,0,0,0,368821500,368.8215
ki10ncrxrl9l9qhpqvvhr7sf4wwclp54fe6kzd2q8,368026824,0,0,0,368026824,368.026824
ki1a6etlsall04x0fyharsg375hyjvxu0ykhgaycl,365387225,388000000,0,40423792,793811017,793.811017
ki1gr5vexmupyunsvsygjh2937r6v58nyqcfe2g5n,364773000,0,0,0,364773000,364.773
ki1dr9ztzlwpeqmq5h9c4fapdzftgk5x44nx63t0fhn9fv3v9kjcw3qweqlr8,363609084,0,0,0,363609084,363.609084
ki1x0fnxzkqfrwvud9429dx9ccvkj5gx8trxaag4n,359553037,0,0,0,359553037,359.553037
ki1tm2tpjqeamkg6drxq5ccwgndwml2v2x8mdjzv4,359348526,59922808870,0,6885562184,67167719580,67167.71958
ki1svfz6j2ztcpy787lrh6t64m8aegrgfznh8nl0w,359315286,0,0,0,359315286,359.315286
ki15n9gtzhvepu772m3kp4s55m2r0qgzcg55shwr4,359103424,0,0,0,359103424,359.103424
ki1stnpstsk3y7saefqthz7k5y2e8c829563ewd9y,358926791,35478705,0,10172425,404577921,404.577921
ki1tpypmzr8axgr033acl7dlxy5cga3vwfdpadt07,357179944,0,0,0,357179944,357.179944
ki103az2hnrl3z8frrlcup2v3vgjcj5u9dexzr4h6,356693630,0,0,0,356693630,356.69363
ki10rgyfjnddmz2sv8hk5q9ndncxv2k8hwd00rvmm,356449863,53253039990,0,500498263,54109988116,54109.988116
ki182l3tz5rhkrqzr46lxu4fe36pqh73y0tevrcmm,355983828,0,0,0,355983828,355.983828
ki1p342yq8slfvn2j340v5szawzld92k7jfez0c3f,355581522,0,0,0,355581522,355.581522
ki18ep5grp26x3ed9u5xfmtvw6esgd67ye6nk6y85,355427333,22452031080,0,3381716321,26189174734,26189.174734
ki1gnf74u7n4tky926ln2u5s50srzr5hnu52zsvg2,354670435,0,0,0,354670435,354.670435
ki1k6ly0dyyud6v4he8ezzsuyjnsx20wcn44jh4d6,352188148,0,0,0,352188148,352.188148
ki1qqx6axqkttlgjyps58lndcr05rnmkf09qhxufh,351664776,0,0,0,351664776,351.664776
ki1vlaqkc62fpwhtql2gpmsgldl9alrd5mnsf8esf,351490707,14024950055,0,242054779,14618495541,14618.495541
ki1g4ve6uxpcccechgjwuyhalhj3qd44zsfrpmsnv,351210193,3195821061,0,34477004,3581508258,3581.508258
ki1enlk3x0uhgdh5reehdz9j4xv9pkjadw8je7vhj,350716213,19000000,0,2967765,372683978,372.683978
ki1a8079r22jgvpnpk9m7jyerlw8w3vgkrwfn46n0,349784921,48211751657,0,9198177165,57759713743,57759.713743
ki17fs4ef6hddskt9glhqyl246e0349quwp3c5lg9,348690873,0,0,0,348690873,348.690873
ki1u8scnvvs88wd0udze0tzj7nkfe8770a76ughes,345459193,0,0,0,345459193,345.459193
ki1emxqsp0tenqd0zcm2l9elhsp7znhuxgrjsm6a0,344360983,2000000000,0,442292332,2786653315,2786.653315
ki1rh5r2vud3kv0j4ed6qpqttusq8qrvfzj3rqu3d,342756302,0,0,0,342756302,342.756302
ki1aljj0kfv2mxgsy02tqv974van38v7s43nzy8z0,342208490,50702846591,0,4849524740,55894579821,55894.579821
ki1kxgth3cgtd5ydkca2ggrqpgf4h4c9a9ryfnk5n,339984501,0,0,0,339984501,339.984501
ki1hv0vg22h07c7s68v0uaz2ytfqk075astmtjwlg,339206645,0,0,0,339206645,339.206645
ki1hwuarqlhw0crhf8c6rd7z57yujt8vy92h53xya,337132924,0,0,0,337132924,337.132924
ki1auyudnkunjp69z30uatuwfcum4s8xgmwr0ak7r,337077619,0,0,0,337077619,337.077619
ki1d4adchcf08qpn5hv4h3r43fagckl3xgvs2px96,337000000,0,0,0,337000000,337
ki1gfje5jjtz37psn067ddyv7nhgkuu7g9l9f40tq,336663129,0,0,0,336663129,336.663129
ki1y6x3tg2ncrfme86wsfaajpqs52hxq4aguezl8t,336566537,0,0,0,336566537,336.566537
ki122anysnmx2hunvlnc3qsm3hla5g66a2l0u0wed,336377492,0,0,0,336377492,336.377492
ki1w4nljgd4vuv9fedztfspchtz66xha45lez32hh,335960455,0,0,0,335960455,335.960455
ki1ahzwhjl9t823v5qy0nwaaj9u6ydtf40zu9nacs,334997500,0,0,0,334997500,334.9975
ki15kzyw7at85juqlfc04pxfd02tj8y3aagq4j2lq,334533560,1389074635,0,110548163,1834156358,1834.156358
ki15qcy3szgqy6a4lj3hk22fdnawk0la6y0txfgle,334133485,9997000300,0,0,10331133785,10331.133785
ki1rf3we5fl35zcgryvq5uwvel9vly4xr0fv32gqj,334028087,0,0,0,334028087,334.028087
ki1k7ndkglgv8ryr7ncr76838y36dundh4s2ns4rm,332455113,0,0,0,332455113,332.455113
ki1zjyx74rdw5ltge6vrwfzc5j0va6zdz936nyqqw,331897026,0,0,0,331897026,331.897026
ki1xm2pj03uglrzpcsypuzrl7hrlumzdy7gznt9hp,331257329,699720054,0,25344792,1056322175,1056.322175
ki1k646lpl2rdxs98lt05qec786vj7qr2yhqwvjtz,331000000,0,0,0,331000000,331
ki1yl85dj3nckggwh45wn3s6ykv40rapmmfgn5gwr,329536163,39418590,0,15162473,384117226,384.117226
ki14cy82f8cuyak0h6nyulwn6f2j7t5qp3s4yaufy,328989600,0,0,0,328989600,328.9896
ki1ckj2f8j5dv7n93vlrvmrhmmyjqqj69phv3f447,327883860,0,0,0,327883860,327.88386
ki1phxc2wg9pcvc9wsqhckmajrgn4qhl7fj9kzyxp,326694774,0,0,0,326694774,326.694774
ki19enhux802sxs7rnnp5hkade39r4el7gnza924c,326666326,0,0,0,326666326,326.666326
ki1tvdl4e9lka08ngpwhywt3x2zlm3m68t3vhxgzy,326056521,0,0,0,326056521,326.056521
ki1wnwwltj8xynmmres4mp0uvtm2xjzzjf8azjq0y,325682639,0,0,0,325682639,325.682639
ki1qpg4nsd704623neu20gn9l0y9lfcuk06ptnr8m,325341518,157948961986,0,978141670,159252445174,159252.445174
ki18eqzn3mw3sqwj83hutmt5grvp8fyc6zvxquahz,324693613,2059307095,0,7047881,2391048589,2391.048589
ki195ck2fuqs8mxcy9u04zzpdrdmle9vjnp73lz89,324122573,0,0,0,324122573,324.122573
ki1yjgzzznkukwlggf5ye04raaxerwg4awnd65m5y,323955458,1013397290,0,0,1337352748,1337.352748
ki10gkc3y5erztnve4s3w065q9jepdxum8rjgdwuj,323698478,0,0,0,323698478,323.698478
ki1nyd64pauf9ht3ly4zj3h3nc33zh7wzaanrzuy7,323697722,29022772304,0,2738373816,32084843842,32084.843842
ki1er2k43tgwd8dq4hx4cm3vefea62egr8yj49ph8,323619925,0,0,0,323619925,323.619925
ki1mrnzl2cf0tp4pp2jg5yr5vetf2gv9645m5te80,322327266,213417868,0,4124393,539869527,539.869527
ki1hgcvkq23sl6yamy9f7q0wt4elfr7qjr784cve6,321908468,221977800,0,23876833,567763101,567.763101
ki16dgmlh68xdmaf07wlkv85jnfc9zc0xmpuwlwj4,321558490,0,0,0,321558490,321.55849
ki1j9nr7xvvru54hh8ywdm0rcjkhn8s4az4e5z425,320615580,0,0,0,320615580,320.61558
ki19ztqdtfjsty6a50ne2lwlshy5c96ny78vn4n3u,319879851,23484648656,0,897580388,24702108895,24702.108895
ki1ykk0cfdarfgljuhaus26hgaq0dzl38ugn78c8r,319452770,0,0,0,319452770,319.45277
ki1d5rldtfgkjhuxvlkscv5224whh6qne2u720swp,319063672,0,0,0,319063672,319.063672
ki1m87v8nlrxlnezy7cdh5u7ecjjvk8l3cweww7wf,318400883,0,0,0,318400883,318.400883
ki1f6s4550dzyu0yzp7q2acn47mp5u25k0xghzv7h,317989166,0,0,0,317989166,317.989166
ki1ckz7wpkq23uhksm8u36erx39g9p643lyf7saxz,316372053,0,0,0,316372053,316.372053
ki1gkrmvczqdvc8y2cgyk6cve489lw3zrn5qzehc3,315934839,0,0,0,315934839,315.934839
ki16x03wcp37kx5e8ehckjxvwcgk9j0cqnhz3ewkz,315905268,7393260600,0,142868104,7852033972,7852.033972
ki1qmydf26shsgenra78ns6v8e965f0dfdlw0wqqj,315602610,0,0,0,315602610,315.60261
ki1tqvvk5869dn5exqa84tden0n2k3lu3hu643an7,315201214,0,0,0,315201214,315.201214
ki1nc9ffllzatejq8zam0crk058e2dzrjdkexnerv,314482796,0,0,0,314482796,314.482796
ki1v5jnlw8cyr8qfh8nmk32gj2l4vua346z30x70d,313545749,1758841371,0,204739439,2277126559,2277.126559
ki1frgukc5cqa7gntw8hg34exyumwy6e59967u4as,313494417,0,0,0,313494417,313.494417
ki1zhwyj86d2tcclypfv47p5hmp4pghe5gdv2fnw8,313477321,0,0,0,313477321,313.477321
ki13pmkkxan4pxk724mugk6xqa94m8hs4x4kkq5nd,313020163,2457119140,0,77667460,2847806763,2847.806763
ki1lxva46sd525pmkua9zzvud3uv0f294qe4m4dh3,313000834,0,0,0,313000834,313.000834
ki18f9pdz9rdsu0lk88x2sq4ujjt9vve5hrz23e24,312835798,0,0,0,312835798,312.835798
ki1wfcy94kna2akh55nkuyt8syfuyng706mh6f98x,312547375,0,0,0,312547375,312.547375
ki1y96rqae39grcm475k9am5j7vf3d86j0a3ff9pn,312029448,0,0,0,312029448,312.029448
ki190f36xptgrpdzdezf285c306jnvgtzvrda8488,311784799,99940014,0,37880692,449605505,449.605505
ki1rlcz6kf5rd4ludrpguuzahys6r8snwuaq4zjg2,311750787,0,0,0,311750787,311.750787
ki16z522mvrmg22zh3dunsrdhssnfznave3l684rj,311252536,2541744238,0,806548442,3659545216,3659.545216
ki1wk25umx7ldgnca290dlg09yssusujhfeqnvu6u,309951076,0,0,0,309951076,309.951076
ki1fd370k3jf2k8zr4ek8dv6hr9dlg5pvpapagslm,308776242,0,0,0,308776242,308.776242
ki1h035zwjeplxhktypggmcyd8kkd8qlztp4nqm02,306477729,0,0,0,306477729,306.477729
ki1tmam8wjm3g8vqws2s9kte4jprcy7pjkhdfhdx6,305969619,0,0,0,305969619,305.969619
ki1eq9vegrr4uygg9sawawttyrfnjh7t5c72rngxs,305718598,0,0,0,305718598,305.718598
ki194swukntjr22803e7j73tssvcnrchpg374c97l,305657791,0,0,0,305657791,305.657791
ki1nplulptl66f8nwekgfhskm7unfkkyr3svjarys,302280776,0,0,0,302280776,302.280776
ki1cgsvyky7kenkgq65y883tnp298dxaadnhtfk2h,302268316,0,0,0,302268316,302.268316
ki1uqwxr9r436wj37zdj26jd9mfrcanhu5pq40jp8,301362185,0,0,0,301362185,301.362185
ki10zcrxlqdh4f3tv6gl2felanz3xzsnktq267vjp,300402197,11808432,0,145363,312355992,312.355992
ki1kh7uw8vrz4e7uq398r3e5seqwudnktm6f06fgh,300000000,0,0,0,300000000,300
ki1xd8mwh3gjwqmpzsh2gu64j9vqdl2qz7v9m32pg,299987900,0,0,0,299987900,299.9879
ki1e8290gvqh8fwvqwxx5zpdk53l769ysknznj8p4,299963869,0,0,0,299963869,299.963869
ki179zuhm3350eyqm662ept8h44pmx7x0xvpje5uj,299647352,10840323661,0,5532786883,16672757896,16672.757896
ki13uup3md785lsd74aws4hx2et052mferw79cm0d,299602302,0,0,0,299602302,299.602302
ki1wj8gvq6nn30c8uk5q7atwkcerjn7ky0evu7wnj,299121828,0,0,0,299121828,299.121828
ki1j4322d5dg9z05dfdvrtqfk2eg3fakxxrgkwpzq,299070724,6049000000,0,273682321,6621753045,6621.753045
ki1exhhfcrch9trmkxrm6t2yp8meuh8j7whx62xuh,299043281,1204830660,0,0,1503873941,1503.873941
ki1ll4t6jctcdxctnrfdqhtvdfeasd64grnw876hr,298845000,0,0,0,298845000,298.845
ki1nw433rdtseundw5zauvn2w6gjusffcnrlktyj8,298682427,0,0,0,298682427,298.682427
ki17p7635yjk4uma5g84gm5g722hktqx9wgxk8355,296493925,0,0,0,296493925,296.493925
ki1hkrfdhhc2znnqq6u9f9upqcx2rrx7h5szll207,296120854,0,0,0,296120854,296.120854
ki1t7h4q9702r6rg2dcwph35aft3m46ktcmfjvtjl,295775502,0,0,0,295775502,295.775502
ki10e8k0ct3cadfdte2jjc03ggmdr372z5rsfdjdj,294942311,0,0,0,294942311,294.942311
ki1mdjx6wl37708sdyd9jv4qy5fha6eg07kkmkvcr,294459694,0,0,0,294459694,294.459694
ki1g23avl9f5j9w7k25fgxqmhc3vju03w37lzyk69,292557500,0,0,0,292557500,292.5575
ki15aycanmnjx29pyh8y6sldn2j79vlt7ltpupeq9,289987907,0,0,0,289987907,289.987907
ki19wmrprg8pf9rgljg37rkszwtj25vg2zfnk38yu,289984685,0,0,0,289984685,289.984685
ki1lv4egxcc6jjq799eud6ufnsz086frnhpulupmk,288240590,0,0,0,288240590,288.24059
ki1ut4ckx9rn853vmpad7z2eswr4g86n5w7ze27fg,285673137,0,0,0,285673137,285.673137
ki130uewlfuxx0q942gkyxaaq7rne296ny0rcn4qk,285663917,10731197,0,3170630,299565744,299.565744
ki1h98t64p8pzyfakdezanwf2e2kqv35pftamcfgs,283648643,0,0,0,283648643,283.648643
ki10vtg6h9wrekrjrexllj4k4murs8dss6c4lqygp,282472095,0,0,0,282472095,282.472095
ki12v5exrg3rdysw7h4jwj3pj44reajj75llmugv2,280406442,22066884259,0,198237859,22545528560,22545.52856
ki1yx8fjsvpmp395d4ejlc0v8g0d3kykkhampgkja,279688977,9997000300,0,0,10276689277,10276.689277
ki12jc2enghmhdk64slqgtfzrc2n4r4txkgtprrdy,278340442,0,0,0,278340442,278.340442
ki18xk2p69hnhcd7nqujvnxsa9ppds3wqq0r0rmkk,278058382,0,0,0,278058382,278.058382
ki19yuy6ldc4mqr2jp2jvq5ww7svaevcvc0y4jqn8,277212008,0,0,0,277212008,277.212008
ki1ek9wt0t29pshf8unwzy7xgyw474x7y4p99rct4,276756792,10293952024,0,27760676,10598469492,10598.469492
ki1al527kzge9yf2ld5em8ln5e3xzd9jgp9y0fm84,276665369,544168516,0,88962250,909796135,909.796135
ki14sugju40rqcgn5kguurxzkyx8wcat49v9036nd,276422202,437737265,0,82595397,796754864,796.754864
ki1exwqklmyyc0qnvx9t6cwnqr2fhly0yc98a3tdx,276135877,61239677065,0,1311299165,62827112107,62827.112107
ki1f45hvdqcft8jkf2q8kvzk6t0v78m32x5a5w9s3,274983414,0,0,0,274983414,274.983414
ki14q4c6kgg7xegcc88naqt6f8fz2skuzczj6w43v,274824399,0,0,0,274824399,274.824399
ki1j657wffpjdghjzwlahvzl47rlq22fjkhaskpur,274738008,9092513,0,3314912,287145433,287.145433
ki102wmthjvgxk9gyv6f2c6y8zp7hl2vpnachft3f,274642879,0,0,0,274642879,274.642879
ki1dme5gn0spxcxndjxahgugdqu7p7aa8zr0gnzzq,274465279,5271724254,0,2616058159,8162247692,8162.247692
ki13c4yfqsyz2yzxckjjkvu08yeewpx52mejqu2mu,273724465,203024226,0,0,476748691,476.748691
ki1838q6c58dqzkym4a4axp345sp8sxjc09fkenls,272424971,0,0,0,272424971,272.424971
ki1myhtnd4aghfvt7anv5d5dxnv5540vjsaw3ngnn,271107874,200000000,0,3333050,474440924,474.440924
ki16zlzmce8klra8je5qu24q8pw7tgplnt6tdvzjq,270879036,0,0,0,270879036,270.879036
ki1ujswvxjyuh4nn5dcfae90etg8snsvpzdvldff6,270654394,0,0,0,270654394,270.654394
ki1ktna6ncc3jz2c0xpgdh95yh2vvz8q3gqxth094,270000000,0,0,0,270000000,270
ki1fclk28qrychxc9wp0wyc0guz8usr3hsn2m8680,268746620,0,0,0,268746620,268.74662
ki1s89f4k3zuvucu3ssv23zdpupadvy3vlhq5ktlw,268019119,49985019108,0,0,50253038227,50253.038227
ki1sn7mlsq37ed7r85gcdxdtlzpshwuc0p9jg8smx,267996641,0,0,0,267996641,267.996641
ki1ug5h3wn9qlmn00h7dvws8h68vdeh8c0ppy6ekc,267875741,0,0,0,267875741,267.875741
ki1rzh8skn6pfteqvsgzhnwwzl47r7qccyufg3uct,267014136,0,0,0,267014136,267.014136
ki15msmm5n29xwp0vxwd3hn094909yhqjuy2hzgc5,266814641,0,0,0,266814641,266.814641
ki1t32lv3ec0c79k8e4dz33p8hnq6ph5zyphhftzd,266082071,0,0,0,266082071,266.082071
ki1y2mx2jw3783typ5zksyyxge62qqa86l8x3j64q,266044217,56203544610,0,5400367337,61869956164,61869.956164
ki14nnv9lzp0zkcfxgudmyzqtapge9k6z2uuqtvjt,264476526,0,0,0,264476526,264.476526
ki1kq44na4fs6qfwj6auvz6k0cv2u834t05zwg4ym,263649835,0,0,0,263649835,263.649835
ki17n5wxa4gkmry6vdecewszhf0hmfhqe044yq035,263641916,0,0,0,263641916,263.641916
ki1gsvxuzts55h70c4338cmypzphv7l0exwck3d9c,262401257,0,0,0,262401257,262.401257
ki1sxzu0vz0j5hs86sycdgljepgg88u3y7rwrwj5w,262341573,0,0,0,262341573,262.341573
ki145n984zzak52wc4wzzcu8wqds38nsu37h6w80p,262304848,0,0,0,262304848,262.304848
ki1vza9jkyv0d4sscedgrm9jlkglqx8mxsrxasqcf,262203111,0,0,0,262203111,262.203111
ki1wv8s3cflrukukpe8wt0t246ewamshqlnx3c424,261624273,0,0,0,261624273,261.624273
ki1sff34ltr90m0ad89003w6y3chkhjq288hvkcrj,260296262,0,0,0,260296262,260.296262
